200101001,Gael Yakebowitch,CENG101,60
200101001,Herschel Sigfrid,CENG102,90
200101001,Trixy Scinelli,CENG103,105
200101001,Dania Gould,CENG104,60
200101001,Ninetta Waplington,CENG105,75
200101001,Inna Anton,CENG106,75
200101001,Archer Suatt,CENG107,90
200101001,Geraldine Rearie,CENG108,90
200101001,Tarrance Wofenden,CENG109,105
200101002,Gael Yakebowitch,CENG101,60
200101002,Herschel Sigfrid,CENG102,90
200101002,Trixy Scinelli,CENG103,105
200101002,Dania Gould,CENG104,60
200101002,Ninetta Waplington,CENG105,75
200101002,Inna Anton,CENG106,75
200101002,Archer Suatt,CENG107,90
200101002,Geraldine Rearie,CENG108,90
200101002,Tarrance Wofenden,CENG109,105
200101003,Gael Yakebowitch,CENG101,60
200101003,Herschel Sigfrid,CENG102,90
200101003,Trixy Scinelli,CENG103,105
200101003,Dania Gould,CENG104,60
200101003,Ninetta Waplington,CENG105,75
200101003,Inna Anton,CENG106,75
200101003,Archer Suatt,CENG107,90
200101003,Geraldine Rearie,CENG108,90
200101003,Tarrance Wofenden,CENG109,105
200101004,Gael Yakebowitch,CENG101,60
200101004,Herschel Sigfrid,CENG102,90
200101004,Trixy Scinelli,CENG103,105
200101004,Dania Gould,CENG104,60
200101004,Ninetta Waplington,CENG105,75
200101004,Inna Anton,CENG106,75
200101004,Archer Suatt,CENG107,90
200101004,Geraldine Rearie,CENG108,90
200101004,Tarrance Wofenden,CENG109,105
200101005,Gael Yakebowitch,CENG101,60
200101005,Herschel Sigfrid,CENG102,90
200101005,Trixy Scinelli,CENG103,105
200101005,Dania Gould,CENG104,60
200101005,Ninetta Waplington,CENG105,75
200101005,Inna Anton,CENG106,75
200101005,Archer Suatt,CENG107,90
200101005,Geraldine Rearie,CENG108,90
200101005,Tarrance Wofenden,CENG109,105
200101006,Gael Yakebowitch,CENG101,60
200101006,Herschel Sigfrid,CENG102,90
200101006,Trixy Scinelli,CENG103,105
200101006,Dania Gould,CENG104,60
200101006,Ninetta Waplington,CENG105,75
200101006,Inna Anton,CENG106,75
200101006,Archer Suatt,CENG107,90
200101006,Geraldine Rearie,CENG108,90
200101006,Tarrance Wofenden,CENG109,105
200101007,Gael Yakebowitch,CENG101,60
200101007,Herschel Sigfrid,CENG102,90
200101007,Trixy Scinelli,CENG103,105
200101007,Dania Gould,CENG104,60
200101007,Ninetta Waplington,CENG105,75
200101007,Inna Anton,CENG106,75
200101007,Archer Suatt,CENG107,90
200101007,Geraldine Rearie,CENG108,90
200101007,Tarrance Wofenden,CENG109,105
200101008,Gael Yakebowitch,CENG101,60
200101008,Herschel Sigfrid,CENG102,90
200101008,Trixy Scinelli,CENG103,105
200101008,Dania Gould,CENG104,60
200101008,Ninetta Waplington,CENG105,75
200101008,Inna Anton,CENG106,75
200101008,Archer Suatt,CENG107,90
200101008,Geraldine Rearie,CENG108,90
200101008,Tarrance Wofenden,CENG109,105
200101009,Gael Yakebowitch,CENG101,60
200101009,Herschel Sigfrid,CENG102,90
200101009,Trixy Scinelli,CENG103,105
200101009,Dania Gould,CENG104,60
200101009,Ninetta Waplington,CENG105,75
200101009,Inna Anton,CENG106,75
200101009,Archer Suatt,CENG107,90
200101009,Geraldine Rearie,CENG108,90
200101009,Tarrance Wofenden,CENG109,105
200101010,Gael Yakebowitch,CENG101,60
200101010,Herschel Sigfrid,CENG102,90
200101010,Trixy Scinelli,CENG103,105
200101010,Dania Gould,CENG104,60
200101010,Ninetta Waplington,CENG105,75
200101010,Inna Anton,CENG106,75
200101010,Archer Suatt,CENG107,90
200101010,Geraldine Rearie,CENG108,90
200101010,Tarrance Wofenden,CENG109,105
200101011,Gael Yakebowitch,CENG101,60
200101011,Herschel Sigfrid,CENG102,90
200101011,Trixy Scinelli,CENG103,105
200101011,Dania Gould,CENG104,60
200101011,Ninetta Waplington,CENG105,75
200101011,Inna Anton,CENG106,75
200101011,Archer Suatt,CENG107,90
200101011,Geraldine Rearie,CENG108,90
200101011,Tarrance Wofenden,CENG109,105
200101012,Gael Yakebowitch,CENG101,60
200101012,Herschel Sigfrid,CENG102,90
200101012,Trixy Scinelli,CENG103,105
200101012,Dania Gould,CENG104,60
200101012,Ninetta Waplington,CENG105,75
200101012,Inna Anton,CENG106,75
200101012,Archer Suatt,CENG107,90
200101012,Geraldine Rearie,CENG108,90
200101012,Tarrance Wofenden,CENG109,105
200101013,Gael Yakebowitch,CENG101,60
200101013,Herschel Sigfrid,CENG102,90
200101013,Trixy Scinelli,CENG103,105
200101013,Dania Gould,CENG104,60
200101013,Ninetta Waplington,CENG105,75
200101013,Inna Anton,CENG106,75
200101013,Archer Suatt,CENG107,90
200101013,Geraldine Rearie,CENG108,90
200101013,Tarrance Wofenden,CENG109,105
200101014,Gael Yakebowitch,CENG101,60
200101014,Herschel Sigfrid,CENG102,90
200101014,Trixy Scinelli,CENG103,105
200101014,Dania Gould,CENG104,60
200101014,Ninetta Waplington,CENG105,75
200101014,Inna Anton,CENG106,75
200101014,Archer Suatt,CENG107,90
200101014,Geraldine Rearie,CENG108,90
200101014,Tarrance Wofenden,CENG109,105
200101015,Gael Yakebowitch,CENG101,60
200101015,Herschel Sigfrid,CENG102,90
200101015,Trixy Scinelli,CENG103,105
200101015,Dania Gould,CENG104,60
200101015,Ninetta Waplington,CENG105,75
200101015,Inna Anton,CENG106,75
200101015,Archer Suatt,CENG107,90
200101015,Geraldine Rearie,CENG108,90
200101015,Tarrance Wofenden,CENG109,105
200101016,Gael Yakebowitch,CENG101,60
200101016,Herschel Sigfrid,CENG102,90
200101016,Trixy Scinelli,CENG103,105
200101016,Dania Gould,CENG104,60
200101016,Ninetta Waplington,CENG105,75
200101016,Inna Anton,CENG106,75
200101016,Archer Suatt,CENG107,90
200101016,Geraldine Rearie,CENG108,90
200101016,Tarrance Wofenden,CENG109,105
200101017,Gael Yakebowitch,CENG101,60
200101017,Herschel Sigfrid,CENG102,90
200101017,Trixy Scinelli,CENG103,105
200101017,Dania Gould,CENG104,60
200101017,Ninetta Waplington,CENG105,75
200101017,Inna Anton,CENG106,75
200101017,Archer Suatt,CENG107,90
200101017,Geraldine Rearie,CENG108,90
200101017,Tarrance Wofenden,CENG109,105
200101018,Gael Yakebowitch,CENG101,60
200101018,Herschel Sigfrid,CENG102,90
200101018,Trixy Scinelli,CENG103,105
200101018,Dania Gould,CENG104,60
200101018,Ninetta Waplington,CENG105,75
200101018,Inna Anton,CENG106,75
200101018,Archer Suatt,CENG107,90
200101018,Geraldine Rearie,CENG108,90
200101018,Tarrance Wofenden,CENG109,105
200101019,Gael Yakebowitch,CENG101,60
200101019,Herschel Sigfrid,CENG102,90
200101019,Trixy Scinelli,CENG103,105
200101019,Dania Gould,CENG104,60
200101019,Ninetta Waplington,CENG105,75
